timestamp, robot_time[1], robot_ee_pos_error[3], robot_ee_ori_error[3], sensed_forces_moments[6], robot_ee_position[3], robot_ee_orientation[9], robot_ee_linear_velocity[3], robot_ee_angular_velocity[3], joint_angles[7], joint_velocities[7], 
10285, 10.0119, 0.00770539, 0.00438593, 0.0588473, 0.127293, -0.132912, -0.674063, 0.00406742, -0.00227057, -0.00777116, 0.043739, 0.421543, 0.031304, 0.506923, 0.0391789, 0.153458, 0.724404, -0.684619, 0.0808505, -0.661869, -0.723498, -0.196165, 0.192794, 0.0885903, -0.977232, -0.000876259, 0.00536678, -0.000521118, -0.00158627, 0.00146793, 0.0164853, 0.878713, 0.193623, -0.755711, -2.47673, 0.560205, 2.77437, 0.385634, 0.00560466, -0.000328438, 0.00479985, -0.000670654, -0.00371706, -0.000434911, -0.00307128
20431, 10.0219, 0.00770682, 0.00439098, 0.0588511, 0.127239, -0.132938, -0.673908, 0.00408915, -0.00720404, -3.96369e-05, 0.043901, 0.421416, 0.03144, 0.506925, 0.039184, 0.153462, 0.724545, -0.684461, 0.0809138, -0.661717, -0.723652, -0.196106, 0.19278, 0.0885453, -0.977239, 0.000137769, 0.00121701, 0.000962141, -0.0127195, -0.000801027, 0.0325889, 0.87872, 0.193613, -0.755713, -2.47673, 0.560045, 2.77437, 0.385567, 0.000933379, -0.00322275, 0.000231117, -0.000398369, -0.0266959, -0.000362484, -0.00870101
30552, 10.0319, 0.00771605, 0.00439644, 0.0588635, 0.127186, -0.132989, -0.673727, -0.000201058, -0.00964583, -0.0153889, 0.043874, 0.421727, 0.031306, 0.506934, 0.0391894, 0.153475, 0.724707, -0.684279, 0.0810034, -0.661538, -0.723831, -0.196053, 0.192788, 0.0884944, -0.977242, -4.87422e-05, 0.000409728, 0.00095796, -0.00562784, -0.00170665, 0.0189027, 0.878724, 0.193593, -0.755715, -2.47672, 0.559853, 2.77438, 0.385492, 9.59994e-05, -0.00386588, -0.000171342, -0.00128263, -0.0131595, 0.000411058, -0.00809064
40676, 10.0419, 0.00772322, 0.00440409, 0.0588744, 0.127145, -0.133025, -0.673572, -0.00439837, -0.00720561, -0.00759825, 0.04413, 0.421645, 0.031439, 0.506941, 0.0391971, 0.153485, 0.724847, -0.684123, 0.0810712, -0.661384, -0.723983, -0.19601, 0.192789, 0.088458, -0.977245, 0.000367819, 0.00123327, 0.000846188, -0.00688979, -0.000672183, 0.0175097, 0.878726, 0.193573, -0.755712, -2.47671, 0.55969, 2.77438, 0.38543, 0.0002387, -0.00218592, 0.00115834, 0.000475502, -0.0168644, -0.000387023, -0.00156783
50796, 10.0519, 0.00773401, 0.00441124, 0.0588955, 0.127141, -0.133063, -0.67347, -0.000203572, 0.00011442, -0.00762919, 0.043773, 0.421591, 0.031437, 0.506952, 0.0392042, 0.153507, 0.724935, -0.684023, 0.0811209, -0.66128, -0.724078, -0.19601, 0.192813, 0.088451, -0.977241, 0.00108574, 0.00249052, 0.00304051, -0.00438774, -0.00507895, 0.021408, 0.878727, 0.193525, -0.755716, -2.4767, 0.559559, 2.77438, 0.385407, 0.00357165, -0.00787749, -0.00108153, 0.000325692, -0.019179, 0.000278899, -0.00248547
60915, 10.0619, 0.00773803, 0.00442118, 0.0589083, 0.127139, -0.133081, -0.673407, -0.000164289, 0.000204031, -0.00758958, 0.044217, 0.421588, 0.031439, 0.506956, 0.0392142, 0.153519, 0.724991, -0.683961, 0.0811462, -0.661216, -0.724136, -0.196008, 0.192823, 0.0884491, -0.977239, -0.00015467, 0.00181021, 0.000632446, -0.000676548, -0.000153395, 0.00717855, 0.878729, 0.193488, -0.75571, -2.4767, 0.559463, 2.77438, 0.385414, 0.00129128, -0.00281194, 0.00142594, -0.00055649, -0.00654431, -0.000507645, 0.00116101
71033, 10.0719, 0.00774945, 0.00442323, 0.0589307, 0.127158, -0.133113, -0.67336, -0.0044758, -0.00234977, -0.00772137, 0.043746, 0.421645, 0.031302, 0.506967, 0.0392162, 0.153542, 0.725029, -0.683918, 0.0811751, -0.661165, -0.724176, -0.196036, 0.192857, 0.0884614, -0.977231, 0.0013407, -0.000246834, 0.00231241, 0.000901319, -0.00427784, 0.00394765, 0.878722, 0.193437, -0.755716, -2.47669, 0.55939, 2.77438, 0.385405, -0.00165947, -0.00488173, -0.000602601, 0.00150234, -0.00555615, -0.000267238, -0.00121714
81151, 10.0819, 0.00775976, 0.00443223, 0.0589517, 0.127191, -0.133138, -0.673337, 0.00402706, -0.00721063, -4.34639e-05, 0.043901, 0.421416, 0.03144, 0.506981, 0.0392212, 0.153566, 0.725039, -0.683905, 0.0811987, -0.66114, -0.724186, -0.196085, 0.192907, 0.0884858, -0.977219, 0.00242467, 0.000122534, 0.00383294, 0.00551506, -0.00810395, -0.00161186, 0.878722, 0.193383, -0.755722, -2.47668, 0.559353, 2.77439, 0.38541, -0.00090607, -0.00725999, -0.00140232, 0.00296649, -0.000278383, 0.000380311, -0.000100163
91270, 10.0929, 0.00777145, 0.00444017, 0.0589766, 0.127246, -0.133163, -0.673331, -0.00444282, -0.00724603, 3.53383e-06, 0.043909, 0.421518, 0.031438, 0.506989, 0.0392332, 0.153588, 0.725044, -0.683899, 0.0811929, -0.661124, -0.724185, -0.196141, 0.192939, 0.0885324, -0.977208, 0.000610613, 0.000919891, 0.00179959, 0.00400685, -0.00310186, 0.000128218, 0.878723, 0.193329, -0.755718, -2.47667, 0.559351, 2.77438, 0.385407, -0.000404769, -0.00508883, 0.000741686, 0.000184369, -0.000376607, -0.000159302, 0.000579826
101388, 10.1029, 0.00777773, 0.00444833, 0.0589961, 0.127291, -0.13318, -0.673317, -0.000219999, 0.000155233, -0.00763874, 0.043773, 0.421591, 0.031437, 0.506996, 0.0392413, 0.153607, 0.725053, -0.68389, 0.0811937, -0.661105, -0.724189, -0.196191, 0.192973, 0.0885713, -0.977198, 0.00125171, 0.00121512, 0.00268493, 0.00241155, -0.0055339, 0.00482501, 0.878724, 0.193274, -0.755718, -2.47667, 0.559343, 2.77438, 0.385398, 0.000339833, -0.0064841, 0.00019278, 0.000778608, -0.00453345, 0.000898091, -0.000447248
